screening_id,record_key,entry_type,title,year,authors,first_author,source_title,volume,issue,pages,doi,scopus_url,document_type,publication_stage,scopus_source,language,citation_note,open_access_note,pdf_search_query,suggested_pdf_filename,pdf_status,pdf_file_path,duplicate_group,duplicate_decision,level_0_decision,level_0_exclusion_criterion,level_0_notes,level_0_language_flag,level_1_title_decision,level_1_exclusion_criterion,level_1_notes,level_2_abstract_decision,level_2_exclusion_criterion,level_2_notes,level_3_fulltext_decision,level_3_exclusion_criterion,level_3_notes,final_decision,included_reason,abstract,author_keywords,index_keywords,abstract_source_key,abstract_source_status,manual_level3_decision,manual_level3_note,classification_source,source_screening_id,object_class_decision,object_class_label,object_class_note,addition_source,addition_note,final_set_source,final_set_note
NS2515,2-s2.0-85182738197,Conference paper,Digital Twin of Cyber-Physical CNC for Smart Manufacturing,2023,Williams B.; Ciocarlie G.; Saleeby K.; Ismail M.; Mulkey C.,Williams B.,"2023 IEEE 3rd International Conference on Digital Twins and Parallel Intelligence, DTPI 2023",,,,10.1109/DTPI59677.2023.10365463,https://www.scopus.com/pages/publications/85182738197?origin=resultslist,Conference paper,Final,Scopus,English,Cited by 7,,10.1109/DTPI59677.2023.10365463,2023 - Digital Twin of Cyber-Physical CNC for Smart Manufacturing.pdf,,,,,Include,,,,Uncertain,,"Title contains DT and production/manufacturing signals, but validation/update is not explicit in the title.",Uncertain,,"Abstract contains DT and production/manufacturing context, but validation/update evidence is not explicit enough.",Include,,Manual Level 3 topic-scope review: in scope.,,,"Due to the complexity of smart manufacturing systems, digital twins (DTs) can help manufacturers test and validate products as well as determine any process failures before production. Computer numerical control (CNC) machines are widely used and employed in several manufacturing industries because of their precision and efficiency. Despite the wide adoption of CNC machines, there is currently no CNC-based DT that simulates an entire production process. This paper demonstrates the implementation and validation of a DT that can 1) replicate the physical manufacturing operations of products on Tormach CNC machines by accurately generating the positional values of the machine's tool path along the X, Y, and Z axes, 2) employ MTConnect's communication protocol by utilizing an adapter and an agent that produces data such as timestamps, axis positions, and spindle speed into MTConnect's standardized XML format, 3) deploy an MTConnect utility, dataminer, to collect data from the agent and properly store it into a JSON format for further analysis. For validation purposes, an example coin geometry was simulated on the DT and manufactured in aluminum on a real Tormach machine. A comparison between the simulated operations and real system was made to validate the accuracy of the DT. Dynamic time warping (DTW) was used to compare process data from the DT with data from the real machine. Our analysis shows that the DT and real system have a high correlation as the DTW warping path is closely aligned at a 45 degree angle line and has minimal time warping. © 2023 IEEE.",,,2-s2.0-85182738197,from_scopus_csv,IN,,,,,,,,,screening_retained_66,Retained after Level 3 screening.
NS2529,2-s2.0-85172377168,Conference paper,"Towards discrete manufacturing workshop-oriented digital twin model: Modeling, verification and evolution",2023,Qian W.; Guo Y.; Zhang L.; Wang S.; Huang S.; Geng S.,Qian W.,Journal of Manufacturing Systems,71,,188-205,10.1016/j.jmsy.2023.09.005,https://www.scopus.com/pages/publications/85172377168?origin=resultslist,Conference paper,Final,Scopus,English,Cited by 29,,10.1016/j.jmsy.2023.09.005,"2023 - Towards discrete manufacturing workshop-oriented digital twin model Modeling, verification and evolution.pdf",,,,,Include,,,,Include,,"Title contains DT/model, validation/update, and production/manufacturing signals.",Uncertain,,"Abstract contains DT and production/manufacturing context, but validation/update evidence is not explicit enough.",Include,,Manual Level 3 topic-scope review: in scope.,,,"Digital twin (DT) is one of key enabling technologies of intelligent transformation in discrete manufacturing workshop (DMW). The construction of digital twin system in DMW has greatly expanded the connotation and extension of smart manufacturing. Although previous studies have shown the success in DT, there is still a lack of clear and systematic methods of DT in DMW. To bridge this gap, this article focuses on how to systematically and effectively construct DT model methods for DMW. Taking the modeling, verification, and evolution of DT model as the main line, three key technologies related to digital twin in DMW are proposed, including model migration based matching modeling technology, graph convolutional network and temporal convolutional network based DT model verification and Adaboost based synchronous evolution of DT model, which will provide a systematic theory and method for the construction of DT model for DMW. The experiment demonstrates that the proposed methods have good performance for physical workshop in industrial environment and provide a holistic understanding of DT model modeling in DMW. © 2023",,,2-s2.0-85172377168,from_scopus_csv,IN,,,,,,,,,screening_retained_66,Retained after Level 3 screening.
NS2558,2-s2.0-85163730436,Article,Updating digital twins: Methodology for data accuracy quality control using machine learning techniques,2023,Rodríguez F.; Chicaiza W.D.; Sánchez A.; Escaño J.M.,Rodríguez F.,Computers in Industry,151,,,10.1016/j.compind.2023.103958,https://www.scopus.com/pages/publications/85163730436?origin=resultslist,Article,Final,Scopus,English,Cited by 50,All Open Access; Green Open Access; Hybrid Gold Open Access,10.1016/j.compind.2023.103958,2023 - Updating digital twins Methodology for data accuracy quality control using machine learning techniques.pdf,,,,,Include,,,,Include,,Title contains DT/model and validation/update signals; kept as potentially transferable.,Uncertain,,"Abstract contains DT and production/manufacturing context, but validation/update evidence is not explicit enough.",Include,,Pre-applied from previous Level 3 manual review on overlapping record.,,,"The Digital Twin (DT) constitutes an integration between cyber and physical spaces and has recently become a popular concept in smart manufacturing and Industry 4.0. The related literature provides a DT characterisation and identifies the problem of updating DT models throughout the product life cycle as one of the knowledge gaps. The DT must update its performance by analysing the variable data in real time of the physical asset, whose behaviour is constantly changing over time. The automatic update process involves a data quality problem, i.e., ensuring that the captured values do not come from measurement or provoked errors. In this work, a novel methodology has been proposed to achieve data quality in the interconnection between digital and physical spaces. The methodology is applied to a real case study using the DT of a real solar cooling plant, acting as a learning decision support system that ensures the quality of the data during the update of the DT. The implementation of the methodology integrates a neurofuzzy system to detect failures and a recurrent neural network to predict the size of the errors. Experiments were carried out using historical plant data that showed great results in terms of detection and prediction accuracy, demonstrating the feasibility of applying the methodology in terms of computation time. © 2023 The Author(s)",,,2-s2.0-85163730436,from_scopus_csv,IN,Pre-applied from previous Level 3 manual review on overlapping record.,,,,,,,,screening_retained_66,Retained after Level 3 screening.
NS2609,2-s2.0-85176364521,Article,A modelling and updating approach of digital twin based on surrogate model to rapidly evaluate product performance,2023,Liu X.; Han X.; Wang H.; Liu G.,Liu X.,International Journal of Advanced Manufacturing Technology,129,11-12,5059-5074,10.1007/s00170-023-12646-w,https://www.scopus.com/pages/publications/85176364521?origin=resultslist,Article,Final,Scopus,English,Cited by 13,,10.1007/s00170-023-12646-w,2023 - A modelling and updating approach of digital twin based on surrogate model to rapidly evaluate product performance.pdf,,,,,Include,,,,Include,,Title contains DT/model and validation/update signals; kept as potentially transferable.,Uncertain,,"Abstract has model and validation/update signals, but production-system DT relevance needs full-text confirmation.",Include,,Pre-applied from previous Level 3 manual review on overlapping record.,,,"As a technology for the interaction and integration of products and simulation models, the digital twin can achieve accurate prediction and evaluation of product performance. However, the accurate model base is computationally complex, has a long iteration time, and is unable to perceive changes in the operating state in time. This leads to poor adaptability of the model and low efficiency of performance evaluation. The surrogate model can simplify the above model and improve computational efficiency. Based on this, this paper proposes a digital twin modelling and updating approach. The surrogate model is applied to the digital twin modelling process, which can accurately describe the physical mechanism and achieve interaction with the physical world. Then, this paper defines the consistency metric function, which achieves the rapid perception of the operation state and follows the physical world. Meanwhile, an improved LHS-Adam model update algorithm is used to adaptively update the model structure, improving the efficiency of the model parameters adjustment. Finally, experiments are conducted on the bogie suspension system to verify the feasibility and effectiveness of the update method in practical applications. The experimental results show that the established digital twin model has good updating performance and more efficient performance evaluation capability. © 2023, The Author(s), under exclusive licence to Springer-Verlag London Ltd., part of Springer Nature.",,,2-s2.0-85176364521,from_scopus_csv,IN,Pre-applied from previous Level 3 manual review on overlapping record.,,,,,,,,screening_retained_66,Retained after Level 3 screening.
NS2624,2-s2.0-85174959195,Conference paper,Building Trust in Digital Twin through Verification and Validation,2023,,,IISE Annual Conference and Expo 2023,,,,10.21872/2023IISE_1985,https://www.scopus.com/pages/publications/85174959195?origin=resultslist,Conference paper,Final,Scopus,English,Cited by 4,,10.21872/2023IISE_1985,2023 - Building Trust in Digital Twin through Verification and Validation.pdf,,,,,Include,,,,Include,,Title contains DT/model and validation/update signals; kept as potentially transferable.,Uncertain,,"Abstract contains DT and production/manufacturing context, but validation/update evidence is not explicit enough.",Include,,Pre-applied from previous Level 3 manual review on overlapping record.,,,"Digital Twin (DT) is a subject of growing interest in both academia and industry driven by the advances associated with Industry 4.0. Besides providing a faithful representation of the physical system, DT combines Internet-of-Things (IoT), Machine Learning (ML), Artificial Intelligence (AI), and other innovative technologies to predict the outcomes of its physical counterpart, as well as to generate what-if scenarios and to support decision-making. However, to use DTs for decision-making, it is essential to trust all components of the DT, including the input data, the correctness of the model itself, and the DT updating process, particularly in manufacturing systems where cost and safety are critical. Verification and Validation (V&V) are therefore essential foundations for developing trust in DTs that can support decisions in real-world circumstances. In a systematic literature review, we investigated if and how researchers are employing V&V for DTs. We discovered that very few studies reported V&V processes and that there is disagreement over what verification and validation in the context of DTs represent. To close this gap, we propose the Digital Twin V framework, which will guide developers in the V&V process aiming to create trusted DTs. Furthermore, we demonstrate the suggested framework in a commercial fused-deposition modeling (FDM) additive machine (AM) with low-cost sensors and open-source software. © IISE and Expo 2023.All rights reserved.",,,2-s2.0-85174959195,from_scopus_csv,IN,Pre-applied from previous Level 3 manual review on overlapping record.,,,,,,,,screening_retained_66,Retained after Level 3 screening.
NS2636,2-s2.0-85153715610,Article,IIoT-Supported Manufacturing-Material-Flow Tracking in a DES-Based Digital-Twin Environment,2023,Monek G.D.; Fischer S.,Monek G.D.,Infrastructures,8,4,,10.3390/infrastructures8040075,https://www.scopus.com/pages/publications/85153715610?origin=resultslist,Article,Final,Scopus,English,,All Open Access; Gold Open Access; Green Open Access,10.3390/infrastructures8040075,2023 - IIoT-Supported Manufacturing-Material-Flow Tracking in a DES-Based Digital-Twin Environment.pdf,,,,,Include,,,,Uncertain,,"Title contains a production/manufacturing/industrial signal, but DT validation relevance needs abstract screening.",Include,,"Abstract contains DT/model, production/manufacturing, and explicit validation/calibration/update/synchronization evidence.",Include,,Pre-applied from previous Level 3 manual review on overlapping record.,,,"Manufacturing processes can be cited as significant research areas when examining infrastructure systems and infrastructure, as they are inextricably linked to both. Examples include automobile manufacturing, the production of traffic signs, etc. Connecting and utilizing Industry 4.0 technologies and processing simulation solutions to address industry challenges, such as process optimization and fault detection, are gaining in popularity. Cyber-physical systems and digital twins connect the physical and cyber worlds to enable intelligent manufacturing capabilities, increased system flexibility, decreased manufacturing-cycle times, and improved quality. This paper presents a solution that improves the synchronization between the real (physical) and simulation (digital) layers, using discrete-event-driven simulations to create more efficient and accurate digital-twin environments. Using a combination of inexpensive commercial microcontrollers and an inertial-measurement-unit sensor to enhance a standard programmable logic controller process, a discrete-event-simulation-based digital layer is updated in real time to produce a live digital twin. The system can accurately identify and track products throughout the production cycle while simultaneously updating the digital twin in real time. Even independently, the algorithm running on the microcontroller can be used to gather the input parameters required for the simulation of production processes. The implemented environment can serve as a suitable testing ground for investigating the practical applicability of digital-twin solutions. © 2023 by the authors.",,,2-s2.0-85153715610,from_scopus_csv,IN,Pre-applied from previous Level 3 manual review on overlapping record.,,,,,,,,screening_retained_66,Retained after Level 3 screening.
NS2650,2-s2.0-85147746310,Article,Methodology for enabling dynamic digital twins and virtual model evolution in industrial robotics - a predictive maintenance application,2023,Aivaliotis P.; Arkouli Z.; Georgoulias K.; Makris S.,Aivaliotis P.,International Journal of Computer Integrated Manufacturing,36,7,947-965,10.1080/0951192X.2022.2162591,https://www.scopus.com/pages/publications/85147746310?origin=resultslist,Article,Final,Scopus,English,Cited by 43,All Open Access; Hybrid Gold Open Access,10.1080/0951192X.2022.2162591,2023 - Methodology for enabling dynamic digital twins and virtual model evolution in industrial robotics - a predictive maintenance application.pdf,,,,,Include,,,,Include,,"Title contains DT/model, validation/update, and production/manufacturing signals.",Uncertain,,"Abstract contains DT and production/manufacturing context, but validation/update evidence is not explicit enough.",Include,,Pre-applied from previous Level 3 manual review on overlapping record.,,,"A methodology for enabling the implementation of the Digital Twins (DTs) of industrial robots and complex machines is presented. The enabled DT can provide a series of benefits, for instance when combined with the degradation curves of critical health indicators can allow predicting the robots’ RUL. This paper suggests a systematic and generic methodology to address challenges such as (1) the definition of the physics-based model parameters for accurate DTs, (2) selection of the parameters to tune and the frequency of their tuning to capture the physical changes in the digital world, (3) calculation of new modeling parameters values based on the collected filed data and their automated propagation to the digital model. A software module to implement these functionalities was developed, whereas the testing and validation of the module were held for an industrial robotic manipulator for a manufacturing application. The results prove that the methodology is generic to accommodate the desired granularity per case, and that the tuning of the digital model ensures realistic DTs, which sets the foundation for physics-based predictive maintenance tools. © 2023 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.",,,2-s2.0-85147746310,from_scopus_csv,IN,Pre-applied from previous Level 3 manual review on overlapping record.,,,,,Also listed as transferable-domain validation research.,,,screening_retained_66,Retained after Level 3 screening. Also listed as additional transferable-domain paper.
NS2666,2-s2.0-85152628654,Conference paper,Self-learning Time-varying Digital Twin System for Intelligent Monitoring of Automatic Production Line,2023,Hao C.; Wang Z.; Zou Y.; Zhao Z.,Hao C.,Journal of Physics: Conference Series,2456,1,,10.1088/1742-6596/2456/1/012021,https://www.scopus.com/pages/publications/85152628654?origin=resultslist,Conference paper,Final,Scopus,English,Cited by 5,All Open Access; Gold Open Access,10.1088/1742-6596/2456/1/012021,2023 - Self-learning Time-varying Digital Twin System for Intelligent Monitoring of Automatic Production Line.pdf,,,,,Include,,,,Uncertain,,"Title contains DT and production/manufacturing signals, but validation/update is not explicit in the title.",Uncertain,,"Abstract contains DT and production/manufacturing context, but validation/update evidence is not explicit enough.",Include,,Pre-applied from previous Level 3 manual review on overlapping record.,,,"At present, the automation production line has problems such as insufficient intelligence level. The intelligent monitoring, control and improvement of product quality and efficiency are the key common technologies faced by advanced manufacturing industry. Self-learning time varying digital twin (DT) system for intelligent monitoring is proposed in the paper. In the process of automatic production line processing and workpiece detection, an DT consisting of physical production line layer, edge monitoring layer and cloud evolution layer is built. The DT system realizes self-learning time-varying through active excitation of processing parameter optimization. The workpiece quality is a real-time representation of the tool condition, and the tool wear sensitive features extracted by the deep learning algorithm. Through the two-way drive of time-varying physical and virtual data, the tool wear characterization model can be evaluated, self-learning, updated and verified timely in the light of the actual condition to achieve tool condition monitoring and processing parameter optimization. The prediction model is self-iterative and simplified in the cloud, and the edge side is quickly matched and adaptive. Self-learning time-varying DT system based on self-driving of manufacturing process can adaptively improve the ability of intelligent monitoring.  © Published under licence by IOP Publishing Ltd.",,,2-s2.0-85152628654,from_scopus_csv,IN,Pre-applied from previous Level 3 manual review on overlapping record.,,,,,,,,screening_retained_66,Retained after Level 3 screening.
NS2698,2-s2.0-85198363612,Article,Live fitting of process data within digital twins of manufacturing to use simulation and optimisation,2024,Schumacher C.; Stilling J.; Kriege J.; Buchholz P.,Schumacher C.,Journal of Simulation,18,5,813-834,10.1080/17477778.2024.2376711,https://www.scopus.com/pages/publications/85198363612?origin=resultslist,Article,Final,Scopus,English,Cited by 3,All Open Access; Green Open Access; Hybrid Gold Open Access,10.1080/17477778.2024.2376711,2024 - Live fitting of process data within digital twins of manufacturing to use simulation and optimisation.pdf,,,,,Include,,,,Uncertain,,"Title contains DT and production/manufacturing signals, but validation/update is not explicit in the title.",Uncertain,,"Abstract contains DT and production/manufacturing context, but validation/update evidence is not explicit enough.",Include,,Pre-applied from previous Level 3 manual review on overlapping record.,,,"In production scenarios, uncertainty in production times, and scrap rates is common. Uncertainty can be described by stochastic models that need continuous updates due to changing conditions. This paper models probability distributions and estimates their parameters from real-world data on processing times and scrap rates. It uses live fitting to identify timely changes in the data sets, comparing different distributions. The fitting and live fitting approaches are applied to data from a real production system to compare the goodness of fit for different distributions and to demonstrate the reliability of the reaction to changes in the input data. Data and probability estimations are categorised, and a concept combining simulation and optimisation models is developed to optimise scheduling. The vision of the research presented in this paper is an online approach that determines quasi-optimal schedules for production systems based on current data from the system and its environment. © 2024 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.",,,2-s2.0-85198363612,from_scopus_csv,IN,Pre-applied from previous Level 3 manual review on overlapping record.,,,,,,,,screening_retained_66,Retained after Level 3 screening.
NS2718,2-s2.0-85165530396,Article,A human-centered framework to update digital twins,2023,Denno P.; Kibira D.,Denno P.,Manufacturing Letters,37,,45-49,10.1016/j.mfglet.2023.06.002,https://www.scopus.com/pages/publications/85165530396?origin=resultslist,Article,Final,Scopus,English,Cited by 2,All Open Access; Green Open Access,10.1016/j.mfglet.2023.06.002,2023 - A human-centered framework to update digital twins.pdf,,,,,Include,,,,Include,,Title contains DT/model and validation/update signals; kept as potentially transferable.,Uncertain,,"Abstract contains DT and production/manufacturing context, but validation/update evidence is not explicit enough.",Include,,Pre-applied from previous Level 3 manual review on overlapping record.,,,"Developing a digital twin (DT) involves establishing (1) a predictive capability (a model) relevant to the application, (2) means to collect data from the physical counterpart, and (3) means to apply the collected data to the model. Ideally, with these three goals achieved, long periods of steady-state use of the DT might be interrupted only by failure of the sensors used to collect data from the physical counterpart. In reality, however, it can be difficult to confirm that the DT system occupies this comfortable steady-state position. Assessing uncertainty in the predictive model, and ensuring the relevance of data collected from the physical counterpart are design-time activities with unclear termination points. Distinguishing sensed change in the physical counterpart from sensor failure is a persistent challenge. In this short paper we describe early work towards a human-centered framework to establish, refine, and update digital twins. Condition-based maintenance and gear backlash in production equipment are used as examples. © 2023",,,2-s2.0-85165530396,from_scopus_csv,IN,Pre-applied from previous Level 3 manual review on overlapping record.,,,,,,,,screening_retained_66,Retained after Level 3 screening.
NS2792,2-s2.0-85171678529,Article,"The architecture evolution of intelligent factory logistics digital twin from planning, implement to operation",2023,Qiu F.; Chen M.; Wang L.; Ying Y.; Tang T.,Qiu F.,Advances in Mechanical Engineering,15,9,,10.1177/16878132231198339,https://www.scopus.com/pages/publications/85171678529?origin=resultslist,Article,Final,Scopus,English,Cited by 16,All Open Access; Gold Open Access; Green Open Access,10.1177/16878132231198339,"2023 - The architecture evolution of intelligent factory logistics digital twin from planning, implement to operation.pdf",,,,,Include,,,,Include,,"Title contains DT/model, validation/update, and production/manufacturing signals.",Uncertain,,"Abstract contains DT and production/manufacturing context, but validation/update evidence is not explicit enough.",Include,,Pre-applied from previous Level 3 manual review on overlapping record.,,,"Digital twin is widely studied in the context of industry 4.0. It is expected that the application of digital twin in intelligent factory logistics can enrich connectivity, proactivity, and agility of the logistics. Architecture is one of the significant factors impacting on the selection of appropriate enabling technologies for constructing the intelligent logistics. This paper proposes a digital twin architecture for intelligent factory logistics. It mainly includes a physical layer, two cyber layers, and an interface layer. The architecture is in compliance with the architecture of the Human-Cyber-Physical System (HCPS). Moreover, the evolution of the architecture is elaborated during the planning, implement, and operation stages when construction of the digital twin. At the initial stage, human should participate in the decision-making process frequently to determine whether the results given by digital twin need to be changed. However, the data-driven model based digital twin will continually learn the human’s changing behaviors, thus constantly updating itself. It can evolution from digital model, digital shadow to digital twin with the continuous construction process. The ultimate digital twin should be able to assess operational key performance indicators (KPIs) and handle dynamic events. © The Author(s) 2023.",,,2-s2.0-85171678529,from_scopus_csv,IN,Pre-applied from previous Level 3 manual review on overlapping record.,,,,,,,,screening_retained_66,Retained after Level 3 screening.
NS2813,2-s2.0-85176805735,Conference paper,Enhancing Digital Twin Accuracy for Energy Efficiency and Decarbonization,2023,White R.J.; Alhamoud A.A.; Fallatah H.A.; Elbaradie M.M.; Mulfi M.S.,White R.J.,"Society of Petroleum Engineers - ADIPEC, ADIP 2023",,,,10.2118/215990-MS,https://www.scopus.com/pages/publications/85176805735?origin=resultslist,Conference paper,Final,Scopus,English,Cited by 1,,10.2118/215990-MS,2023 - Enhancing Digital Twin Accuracy for Energy Efficiency and Decarbonization.pdf,,,,,Include,,,,Include,,Title contains DT/model and validation/update signals; kept as potentially transferable.,Include,,"Abstract contains DT/model, production/manufacturing, and explicit validation/calibration/update/synchronization evidence.",Include,,Pre-applied from previous Level 3 manual review on overlapping record.,,,"The development of Production Optimization Models, exemplified by Mixed Integer Non-Linear Programming Models, aims to optimize process parameters within a network of Gas-Oil Separation Plants, ultimately resulting in minimal energy consumption while achieving production targets. The efficacy of these models hinges upon the accuracy of digital twins for compressors and pumps. This paper presents the methodology employed to ensure that the model reflects actual equipment performance. Additionally, the paper outlines a plan for introducing Artificial Intelligence (AI) into the process model to further validate and optimize production. A process model was established for each major energy user of significance by employing the design performance curves. The model's outcomes, which included pressures, temperatures, and power consumption, were subsequently compared to actual process data retrieved from the data historian and adjusted accordingly. This was particularly crucial for equipment that exhibited considerable deviation from the original design. In some facilities, flow, pressure, or temperature data were inconsistent, prompting the calibration of the model to align it with the process data of the highest level of confidence. Additionally, process data was utilized to estimate the facility's backpressure in the absence of a hydraulic model. Changes made to the system were validated by examining the accuracy of the system curves, which were accomplished by matching predicted outcomes with actual results. The implementation of precisely calibrated digital twins within the process model significantly improved the Production Optimization Models' ability to forecast the ideal distribution of production. The model's output corresponded closely with the actual energy consumption of the facility, resulting in considerable savings in energy consumption and costs, as well as a reduction in CO2 emissions. As equipment performance is known to evolve over time due to factors such as shutdowns, maintenance, and frequency of changeover, an Artificial Intelligence-based system is being developed to validate the process model and optimize it over time. Various process and equipment parameters are known to affect performance, and these will be taken into account during system development. The process of calibrating process models through the utilization of simulation software to generate a digital twin is a critical stage in guaranteeing the accuracy of the production optimization model. This paper presents a novel approach that incorporates any observed deviations in the digital twin's performance. Furthermore, the paper introduces the concept of using Artificial Intelligence to validate the performance of rotating equipment. © 2023, Society of Petroleum Engineers.",,,2-s2.0-85176805735,from_scopus_csv,IN,Pre-applied from previous Level 3 manual review on overlapping record.,,,,,,,,screening_retained_66,Retained after Level 3 screening.
NS2854,2-s2.0-85144824253,Article,Credibility consideration for digital twins in manufacturing,2023,Shao G.; Hightower J.; Schindel W.,Shao G.,Manufacturing Letters,35,,24-28,10.1016/j.mfglet.2022.11.009,https://www.scopus.com/pages/publications/85144824253?origin=resultslist,Article,Final,Scopus,English,,,10.1016/j.mfglet.2022.11.009,2023 - Credibility consideration for digital twins in manufacturing.pdf,,,,,Include,,,,Include,,"Title contains DT/model, validation/update, and production/manufacturing signals.",Uncertain,,"Abstract contains DT and production/manufacturing context, but validation/update evidence is not explicit enough.",Include,,Pre-applied from previous Level 3 manual review on overlapping record.,,,"Digital Twin has become an important technology for advanced manufacturing. However, to ensure that digital twins provide valuable decision support, the results generated by the digital twins must be trustworthy for real manufacturing systems. Model credibility assessment including Verification, Validation, and Uncertainty Quantification (VVUQ) techniques need to be applied throughout the life cycle of digital twins. Verification and Validation (V&V) activities are necessary to ensure that a digital twin meets its intended purpose and design goals used to establish its credibility. Uncertainty Quantification (UQ) produces a measure of performance that users can apply as part of a credibility assessment for a given digital twin. Credibility assessment of digital twins also includes factors beyond VVUQ. This paper discusses requirements of the digital twin credibility assessment, identifies potential uncertainty areas of digital twins, introduces a new digital-twin framework standard, proposes potential extension of the standard with credibility consideration, and discusses other ongoing relevant standards. © 2022",,,2-s2.0-85144824253,from_scopus_csv,IN,Pre-applied from previous Level 3 manual review on overlapping record.,,,,,,,,screening_retained_66,Retained after Level 3 screening.
NS2925,2-s2.0-85163280370,Article,Online validation of digital twins for manufacturing systems,2023,Lugaresi G.; Gangemi S.; Gazzoni G.; Matta A.,Lugaresi G.,Computers in Industry,150,,,10.1016/j.compind.2023.103942,https://www.scopus.com/pages/publications/85163280370?origin=resultslist,Article,Final,Scopus,English,Cited by 52,All Open Access; Green Open Access,10.1016/j.compind.2023.103942,2023 - Online validation of digital twins for manufacturing systems.pdf,,,,,Include,,,,Include,,"Title contains DT/model, validation/update, and production/manufacturing signals.",Uncertain,,"Abstract contains DT and production/manufacturing context, but validation/update evidence is not explicit enough.",Include,,Pre-applied from previous Level 3 manual review on overlapping record.,,,"Digital twins are considered among the most important technologies to optimize production systems and support decision making. To benefit from their functionalities, it is essential to guarantee a correct alignment between the physical system and the associated digital model, as well as to assess the validity of the digital model online. This operation should be conducted rapidly and with a small data set, especially in highly dynamic contexts. Further, the whole behaviour of a system may be of interest rather than the sole average performance. Traditional validation techniques are limited because of the restrictive assumptions and the need for large amounts of data. This work defines the problem of checking the validity of digital twins for production planning and control while the physical system is operating. A methodology describing the data and the types of validation is proposed including a set of techniques to be used at different levels of detail. The congruence between the physical system and the corresponding digital model is measured by treating data as sequences and measuring their similarity level with digitally-produced data by exploiting a proper comparison technique. The numerical experiments show the potential of the proposed approach and its applicability in realistic settings. © 2023 Elsevier B.V.",,,2-s2.0-85163280370,from_scopus_csv,IN,Pre-applied from previous Level 3 manual review on overlapping record.,,,,,,,,screening_retained_66,Retained after Level 3 screening.
NS3080,2-s2.0-85111482663,Article,The ontology-based modeling and evolution of digital twin for assembly workshop,2021,Bao Q.; Zhao G.; Yu Y.; Dai S.; Wang W.,Bao Q.,International Journal of Advanced Manufacturing Technology,117,1-2,395-411,10.1007/s00170-021-07773-1,https://www.scopus.com/pages/publications/85111482663?origin=resultslist,Article,Final,Scopus,English,Cited by 45,,10.1007/s00170-021-07773-1,2021 - The ontology-based modeling and evolution of digital twin for assembly workshop.pdf,,,,,Include,,,,Include,,"Title contains DT/model, validation/update, and production/manufacturing signals.",Uncertain,,"Abstract contains DT and production/manufacturing context, but validation/update evidence is not explicit enough.",Include,,Pre-applied from previous Level 3 manual review on overlapping record.,,,"Digital twin (DT) technology has been entrusted with the tasks of modeling and monitoring of the product, process, and production system. Moreover, the development of semantic modeling and digital perception provides the feasibility for the application of DT in the manufacturing industry. However, the application of DT technology in assembly workshop modeling and management is immature for the discreteness of assembly process, diversity of assembly resource, and complexity of dataflow in the assembly task execution. A method of ontology-based modeling and evolution of DT for the assembly workshop is proposed to deal with this situation. Firstly, the ontology-based modeling method is given for the assembly resource and process. By instantiating in the ontology, resources and processes can be involved in the modeling and evolution of the DT workshop. Secondly, the DT assembly workshop framework is introduced with the detailed discussions of dataflow mapping, DT evolution, storage, and tracing of historical data generated during the operation of the workshop. In addition, a case study is illustrated to show the entire process of construction and evolution of the DT modeled on an experimental field, indicating the feasibility and validity of the method proposed. © 2021, The Author(s), under exclusive licence to Springer-Verlag London Ltd., part of Springer Nature.",,,2-s2.0-85111482663,from_scopus_csv,IN,Pre-applied from previous Level 3 manual review on overlapping record.,,,,,,,,screening_retained_66,Retained after Level 3 screening.
NS3125,2-s2.0-85147417378,Conference paper,Online Validation of Simulation-Based Digital Twins Exploiting Time Series Analysis,2022,Lugaresi G.; Gangemi S.; Gazzoni G.; Matta A.,Lugaresi G.,Proceedings - Winter Simulation Conference,2022-December,,2912-2923,10.1109/WSC57314.2022.10015346,https://www.scopus.com/pages/publications/85147417378?origin=resultslist,Conference paper,Final,Scopus,English,Cited by 25,,10.1109/WSC57314.2022.10015346,2022 - Online Validation of Simulation-Based Digital Twins Exploiting Time Series Analysis.pdf,,,,,Include,,,,Include,,Title contains DT/model and validation/update signals; kept as potentially transferable.,Uncertain,,"Abstract contains DT and production/manufacturing context, but validation/update evidence is not explicit enough.",Include,,Pre-applied from previous Level 3 manual review on overlapping record.,,,"Recently, the development of new technologies within the Industry 4.0 revolution enabled to increase the digitization level of manufacturing plants. To benefit from the functionalities of digital twins, it is essential to guarantee a correct alignment between the physical system and the associated digital model along the whole system life cycle, and to assess the validity of the digital model online. Traditional validation techniques cannot be applied for such purpose because of the restrictive assumptions and the need of large amounts of data. This work proposes a novel online validation method to assess the correctness of Discrete Event Simulation models. Validation is done by treating shop-floor data as sequences, and measuring the similarity between the data streams from the physical system and its corresponding digital model. The proposed method has been tested via offline experiments and with an application within a digital twin architecture exploiting a lab-scale manufacturing system.  © 2022 IEEE.",,,2-s2.0-85147417378,from_scopus_csv,IN,Pre-applied from previous Level 3 manual review on overlapping record.,,,,,,,,screening_retained_66,Retained after Level 3 screening.
