new_screening_id,previous_screening_id,match_method,manual_level3_decision,new_title,previous_title,year,doi
NS2655,NS2330,doi,OUT,Real-time field synchronization mechanism for Digital Twin manufacturing systems,Real-time field synchronization mechanism for Digital Twin manufacturing systems,2023,10.1016/j.ifacol.2023.10.487
NS2658,NS2333,doi,OUT,Implementation of Digital Twin in Actual Production: Intelligent Assembly Paradigm for Large-Scale Industrial Equipment,Implementation of Digital Twin in Actual Production: Intelligent Assembly Paradigm for Large-Scale Industrial Equipment,2023,10.3390/machines11111031
NS2662,NS2336,doi,OUT,Optimization of Flexible Manufacturing Production Line System Based on Digital Twin,Optimization of Flexible Manufacturing Production Line System Based on Digital Twin,2023,10.1007/s42979-023-01978-9
NS2666,NS2340,doi,IN,Self-learning Time-varying Digital Twin System for Intelligent Monitoring of Automatic Production Line,Self-learning Time-varying Digital Twin System for Intelligent Monitoring of Automatic Production Line,2023,10.1088/1742-6596/2456/1/012021
NS2670,NS2186,doi,OUT,An interactive Augmented Reality based framework assisting operators in human-robot collaborative assembly operations,An interactive Augmented Reality based framework assisting operators in human-robot collaborative assembly operations,2024,10.1016/j.procir.2024.08.319
NS2673,NS2350,doi,OUT,Smart Manufacturing,Smart Manufacturing,2023,10.1007/978-3-030-96729-1_45
NS2675,NS2352,doi,OUT,The Role of AI in Warehouse Digital Twins: Literature Review †,The Role of AI in Warehouse Digital Twins: Literature Review †,2023,10.3390/app13116746
NS2677,NS2354,doi,OUT,DIGITAL TWIN BASED DEVELOPMENT OF MOBILE ROBOT ASSISTANT IN WIND TURBINES MANUFACTURING,DIGITAL TWIN BASED DEVELOPMENT OF MOBILE ROBOT ASSISTANT IN WIND TURBINES MANUFACTURING,2023,10.1115/DETC2023115261
NS2678,NS2355,doi,OUT,DIGITAL TWIN AND VIRTUAL REALITY FOR PROCESS VERIFICATION OF RESISTANCE SPOT WELDS IN AUTOMOTIVE BODY IN WHITE MANUFACTURING,DIGITAL TWIN AND VIRTUAL REALITY FOR PROCESS VERIFICATION OF RESISTANCE SPOT WELDS IN AUTOMOTIVE BODY IN WHITE MANUFACTURING,2023,10.1115/DETC2023-116425
NS2679,NS2197,doi,OUT,EM-Thermal Correlation Technologies for Industrial-Testing of 3D Heterogeneous Chip-Package-PCB-Antenna Modules,EM-Thermal Correlation Technologies for Industrial-Testing of 3D Heterogeneous Chip-Package-PCB-Antenna Modules,2024,10.1109/WMCS62019.2024.10619034
NS2681,NS2357,doi,OUT,3D Model-Based Large-Volume Metrology Supporting Smart Manufacturing and Digital Twin Concepts,3D Model-Based Large-Volume Metrology Supporting Smart Manufacturing and Digital Twin Concepts,2023,10.3390/metrology3010002
NS2683,NS2359,doi,OUT,Digital twin design and analytics for scaling up electric vehicle battery production using robots,Digital twin design and analytics for scaling up electric vehicle battery production using robots,2023,10.1080/00207543.2022.2152896
NS2684,NS2361,doi,OUT,A Novel Bionic Digital Twin-Based Manufacturing System Toward the Mass Customization Paradigm,A Novel Bionic Digital Twin-Based Manufacturing System Toward the Mass Customization Paradigm,2023,10.1109/CASE56687.2023.10260636
NS2685,NS2362,doi,OUT,A computational model of cell viability and proliferation of extrusion-based 3D-bioprinted constructs during tissue maturation process,A computational model of cell viability and proliferation of extrusion-based 3D-bioprinted constructs during tissue maturation process,2023,10.18063/ijb.741
NS2687,NS2365,doi,OUT,Modeling production disorder: Procedures for digital twins of flexibility-driven manufacturing systems,Modeling production disorder: Procedures for digital twins of flexibility-driven manufacturing systems,2023,10.1016/j.ijpe.2023.108846
NS2689,NS2367,doi,OUT,Process Simulation and Optimization of Arc Welding Robot Workstation Based on Digital Twin,Process Simulation and Optimization of Arc Welding Robot Workstation Based on Digital Twin,2023,10.3390/machines11010053
NS2690,NS2368,doi,OUT,Digital-Twin Consistency Checking Based on Observed Timed Events With Unobservable Transitions in Smart Manufacturing,Digital-Twin Consistency Checking Based on Observed Timed Events With Unobservable Transitions in Smart Manufacturing,2023,10.1109/TII.2022.3200598
NS2693,NS2371,doi,OUT,AN ADAPTIVE PATH PLANNING APPROACH FOR DIGITAL TWIN-ENABLED ROBOT ARM BASED ON INVERSE KINEMATICS AND DEEP REINFORCEMENT LEARNING,AN ADAPTIVE PATH PLANNING APPROACH FOR DIGITAL TWIN-ENABLED ROBOT ARM BASED ON INVERSE KINEMATICS AND DEEP REINFORCEMENT LEARNING,2023,10.1115/IMECE2023-113131
NS2694,NS2372,title_year,OUT,Reconceptualizing the Prognostics Digital Twin for Smart Manufacturing with Data-Driven Evolutionary Models and Adaptive Uncertainty Quantification,Reconceptualizing the Prognostics Digital Twin for Smart Manufacturing with Data-Driven Evolutionary Models and Adaptive Uncertainty Quantification,2023,
NS2698,NS2219,doi,IN,Live fitting of process data within digital twins of manufacturing to use simulation and optimisation,Live fitting of process data within digital twins of manufacturing to use simulation and optimisation,2024,10.1080/17477778.2024.2376711
NS2703,NS2380,doi,OUT,"Conceptualization and Preliminary Development of Statistical Digital Twin and Cyber-Thermophysical System for Advanced Analysis, Monitoring, and Control of the Laser Remelting Process","Conceptualization and Preliminary Development of Statistical Digital Twin and Cyber-Thermophysical System for Advanced Analysis, Monitoring, and Control of the Laser Remelting Process",2023,10.1109/SMC53992.2023.10394077
NS2705,NS2382,doi,OUT,Class Abstraction and Upcasting for Self-evolving Digital Twin System,Class Abstraction and Upcasting for Self-evolving Digital Twin System,2023,10.1109/ICEIC57457.2023.10049945
NS2712,NS2391,doi,OUT,Industry 4.0 and Beyond: Enabling Digital Transformation and Sustainable Growth in Industry X.0,Industry 4.0 and Beyond: Enabling Digital Transformation and Sustainable Growth in Industry X.0,2023,10.1109/IEEM58616.2023.10406334
NS2716,NS2395,doi,OUT,BioDT: An Integrated Digital-Twin-Based Framework for Intelligent Biomanufacturing,BioDT: An Integrated Digital-Twin-Based Framework for Intelligent Biomanufacturing,2023,10.3390/pr11041213
NS2718,NS2397,doi,IN,A human-centered framework to update digital twins,A human-centered framework to update digital twins,2023,10.1016/j.mfglet.2023.06.002
NS2719,NS2398,doi,OUT,A prototype of the digital twin of an aerospace industrial production line,A prototype of the digital twin of an aerospace industrial production line,2023,10.4028/p-TQRvn3
NS2722,NS2402,doi,OUT,Cyber-physical systems in non-rigid assemblies: A methodology for the calibration of deformable object reconstruction models,Cyber-physical systems in non-rigid assemblies: A methodology for the calibration of deformable object reconstruction models,2023,10.1016/j.jmsy.2023.08.022
NS2723,NS2403,doi,OUT,Implementation and Manufacturing of DT Sensor Ecosystem for Real-Time Monitoring of Virtual 3D Printers,Implementation and Manufacturing of DT Sensor Ecosystem for Real-Time Monitoring of Virtual 3D Printers,2023,10.1007/s42979-023-01969-w
NS2724,NS2404,doi,OUT,Digital twin for evaluating support characteristics for industrial exoskeletons for upper body activities,Digital twin for evaluating support characteristics for industrial exoskeletons for upper body activities,2023,10.1007/9783031100710_10
NS2727,NS2407,doi,OUT,Automatic generation of digital-twins in advanced manufacturing: A feasibility study,Automatic generation of digital-twins in advanced manufacturing: A feasibility study,2023,10.1109/ICCAD57653.2023.10152364
NS2728,NS2408,doi,OUT,Mapping the Emergent Trends in Industrial Augmented Reality,Mapping the Emergent Trends in Industrial Augmented Reality,2023,10.3390/electronics12071719
NS2732,NS2411,doi,OUT,Smart Production and Manufacturing System Using Digital Twin Technology and Machine Learning,Smart Production and Manufacturing System Using Digital Twin Technology and Machine Learning,2023,10.1007/s42979-023-01976-x
NS2735,NS2414,doi,OUT,Research on the Digital Twin System of the Centring Process for High-Precision Lens,Research on the Digital Twin System of the Centring Process for High-Precision Lens,2023,10.3390/app132412988
NS2736,NS2415,doi,OUT,Interconnected digital twins and the future of digital manufacturing: Insights from a Delphi study,Interconnected digital twins and the future of digital manufacturing: Insights from a Delphi study,2023,10.1111/jpim.12685
NS2739,NS2419,doi,OUT,Knowledge Graph-based Approach for Adopting Cognitive Digital Twins in Shop-floor of Modular Production,Knowledge Graph-based Approach for Adopting Cognitive Digital Twins in Shop-floor of Modular Production,2023,10.1201/9781003230199-5
NS2743,NS2424,doi,OUT,Optimising remanufacturing decision-making using the bees algorithm in product digital twins,Optimising remanufacturing decision-making using the bees algorithm in product digital twins,2023,10.1038/s41598-023-27631-2
NS2746,NS2427,doi,OUT,Multiphase Virtual Flow Metering: A Step Change in Production Management,Multiphase Virtual Flow Metering: A Step Change in Production Management,2024,10.4043/34896-MS
NS2747,NS2428,doi,OUT,Standardisation in Digital Twin Architectures in Manufacturing,Standardisation in Digital Twin Architectures in Manufacturing,2023,10.1109/ICSA56044.2023.00015
NS2749,NS2430,doi,OUT,Trust the Robot! Enabling Flexible Collaboration With Humans via Multi-Sensor Data Integration,Trust the Robot! Enabling Flexible Collaboration With Humans via Multi-Sensor Data Integration,2024,10.1109/ETFA61755.2024.10710349
NS2751,NS2432,doi,OUT,Field Robot for High-Throughput and High-Resolution 3D Plant Phenotyping: Towards Efficient and Sustainable Crop Production,Field Robot for High-Throughput and High-Resolution 3D Plant Phenotyping: Towards Efficient and Sustainable Crop Production,2023,10.1109/MRA.2023.3321402
NS2752,NS2433,doi,OUT,Architecture and Implementation of High-Fidelity Digital Twins for Industrial Robots,Architecture and Implementation of High-Fidelity Digital Twins for Industrial Robots,2023,10.1109/FRSE58934.2023.00036
NS2753,NS2434,doi,OUT,Robotics and manufacturing automation,Robotics and manufacturing automation,2023,10.1002/9781119983644.ch6
NS2761,NS2442,doi,OUT,Motion capture based calibration for industrial robots,Motion capture based calibration for industrial robots,2023,10.1016/j.mfglet.2023.08.012
NS2764,NS2444,doi,OUT,Digital Twin and Artificial Intelligence for Intelligent Planning and Energy-Efficient Deployment of 6G Networks in Smart Factories,Digital Twin and Artificial Intelligence for Intelligent Planning and Energy-Efficient Deployment of 6G Networks in Smart Factories,2023,10.1109/MWC.017.2200495
NS2767,NS2446,title_year,OUT,Building A Digital Twin of AN Automated Robot Workcell,Building A Digital Twin of AN Automated Robot Workcell,2023,
NS2768,NS2447,doi,OUT,"Exploring the Technologies of Industry 5.0, Benefits and Applications: A Systematic Review","Exploring the Technologies of Industry 5.0, Benefits and Applications: A Systematic Review",2024,10.1007/978-3-031-70996-8_2
NS2769,NS2448,title_year,OUT,Experimental and Computational Investigation into the Use of Discontinuous Fiber Composites to Manufacture a Bracket,Experimental and Computational Investigation into the Use of Discontinuous Fiber Composites to Manufacture a Bracket,2023,
NS2770,NS2449,doi,OUT,Reconfigurable Manufacturing Systems: From Automation Through Industry 4.0,Reconfigurable Manufacturing Systems: From Automation Through Industry 4.0,2023,10.22068/ijiepr.34.2.2
NS2771,NS2450,doi,OUT,Architectural framework of digital twin-based cyber-physical production system for resilient rechargeable battery production,Architectural framework of digital twin-based cyber-physical production system for resilient rechargeable battery production,2023,10.1093/jcde/qwad024
NS2772,NS2451,doi,OUT,An adaptive frequency optimization method for credibility assessment of equipment digital twins in intelligent manufacturing,An adaptive frequency optimization method for credibility assessment of equipment digital twins in intelligent manufacturing,2023,10.46354/i3m.2023.emss.003
NS2773,NS2452,doi,OUT,Exploring advanced process equipment visualization as a step towards digital twins development in the chemical industry: A CFD-DNN approach,Exploring advanced process equipment visualization as a step towards digital twins development in the chemical industry: A CFD-DNN approach,2023,10.1007/s11814-022-1273-2
NS2774,NS2453,doi,OUT,Real-time Mixed Reality (MR) and Artificial Intelligence (AI) object recognition integration for digital twin in Industry 4.0,Real-time Mixed Reality (MR) and Artificial Intelligence (AI) object recognition integration for digital twin in Industry 4.0,2023,10.1016/j.iot.2023.100753
NS2776,NS2455,doi,OUT,Design and Simulation Debugging of Automobile Connecting Rod Production Line Based on the Digital Twin,Design and Simulation Debugging of Automobile Connecting Rod Production Line Based on the Digital Twin,2023,10.3390/app13084919
NS2778,NS2457,doi,OUT,Research on Construction of Digital Twin Models for Workshop-level Industrial Equipment,Research on Construction of Digital Twin Models for Workshop-level Industrial Equipment,2023,10.1109/ICAC57885.2023.10275161
NS2782,NS2463,doi,OUT,Cross-validation enhanced digital twin driven fault diagnosis methodology for minor faults of subsea production control system,Cross-validation enhanced digital twin driven fault diagnosis methodology for minor faults of subsea production control system,2023,10.1016/j.ymssp.2023.110813
NS2787,NS2468,doi,OUT,An AR-assisted Deep Reinforcement Learning-based approach towards mutual-cognitive safe human-robot interaction,An AR-assisted Deep Reinforcement Learning-based approach towards mutual-cognitive safe human-robot interaction,2023,10.1016/j.rcim.2022.102471
NS2791,NS2472,doi,OUT,Development of a Novel Methodology to Retrofit Legacy Systems in the Context of Industry 4.0,Development of a Novel Methodology to Retrofit Legacy Systems in the Context of Industry 4.0,2023,10.1109/ACCESS.2023.3328537
NS2792,NS2473,doi,IN,"The architecture evolution of intelligent factory logistics digital twin from planning, implement to operation","The architecture evolution of intelligent factory logistics digital twin from planning, implement to operation",2023,10.1177/16878132231198339
NS2793,NS2474,doi,OUT,Digital twins composition in smart manufacturing via Markov decision processes,Digital twins composition in smart manufacturing via Markov decision processes,2023,10.1016/j.compind.2023.103916
NS2794,NS2475,doi,OUT,"Embracing Industry 5.0: Evolution, Applications, and Strategies in the Era of Human AI Collaboration","Embracing Industry 5.0: Evolution, Applications, and Strategies in the Era of Human AI Collaboration",2024,10.4018/979-8-3693-0884-4.ch015
NS2796,NS2477,doi,OUT,A Digital Twin-Based Visual Servoing with Extreme Learning Machine and Differential Evolution,A Digital Twin-Based Visual Servoing with Extreme Learning Machine and Differential Evolution,2023,10.1155/2023/6639963
NS2797,NS2478,doi,OUT,Driving Intelligent Manufacturing: An Application Study on Digital Twin in Factory Digitalization,Driving Intelligent Manufacturing: An Application Study on Digital Twin in Factory Digitalization,2023,10.1145/3587889.3588216
NS2798,NS2479,doi,OUT,Reinforcement learning based trustworthy recommendation model for digital twin-driven decision-support in manufacturing systems,Reinforcement learning based trustworthy recommendation model for digital twin-driven decision-support in manufacturing systems,2023,10.1016/j.compind.2023.103884
NS2799,NS2480,doi,OUT,Cyberphysical System Modeled with Complex Networks and Hybrid Automata to Diagnose Multiple and Concurrent Faults in Manufacturing Systems,Cyberphysical System Modeled with Complex Networks and Hybrid Automata to Diagnose Multiple and Concurrent Faults in Manufacturing Systems,2023,10.3390/app131910603
NS2800,NS2481,doi,OUT,Programming methodology for multi-axis CNC woodworking machining center for advanced manufacturing based on STEP-NC,Programming methodology for multi-axis CNC woodworking machining center for advanced manufacturing based on STEP-NC,2023,10.1080/17480272.2022.2057816
NS2808,NS2488,doi,OUT,A multi-scale and multi-domain digital twin modeling method for workshop equipment,A multi-scale and multi-domain digital twin modeling method for workshop equipment,2023,10.1109/ICIEA58696.2023.10241511
NS2809,NS2489,doi,OUT,Synchronizing a collaborative arm's digital twin in real-time,Synchronizing a collaborative arm's digital twin in real-time,2023,10.1109/LARS/SBR/WRE59448.2023.10333055
NS2811,NS2491,doi,OUT,Research on digital twin modeling and monitoring technology for smoke alarm calibration system,Research on digital twin modeling and monitoring technology for smoke alarm calibration system,2023,10.1038/s41598-023-46761-1
NS2813,NS2493,doi,IN,Enhancing Digital Twin Accuracy for Energy Efficiency and Decarbonization,Enhancing Digital Twin Accuracy for Energy Efficiency and Decarbonization,2023,10.2118/215990-MS
NS2818,NS2498,doi,OUT,Digitalization: a tool for the successful long-term adoption of lean manufacturing,Digitalization: a tool for the successful long-term adoption of lean manufacturing,2023,10.1016/j.procir.2023.02.042
NS2820,NS2501,doi,OUT,A reinforcement learning approach for process parameter optimization in additive manufacturing,A reinforcement learning approach for process parameter optimization in additive manufacturing,2023,10.1016/j.addma.2023.103556
NS2821,NS2502,doi,OUT,Reversing the Digital Twin-Smart-Contracting in Hybrid Production,Reversing the Digital Twin-Smart-Contracting in Hybrid Production,2023,10.1109/COINS57856.2023.10189284
NS2823,NS2503,doi,OUT,Towards narrowing the reality gap in electromechanical systems: error modeling in virtual commissioning,Towards narrowing the reality gap in electromechanical systems: error modeling in virtual commissioning,2023,10.1007/s11740-022-01160-9
NS2825,NS2505,doi,OUT,Toward Digital twin for sustainable manufacturing: A data-driven approach for energy consumption behavior model generation,Toward Digital twin for sustainable manufacturing: A data-driven approach for energy consumption behavior model generation,2023,10.1016/j.compind.2023.103949
NS2826,NS2506,doi,OUT,ManuChain II: Blockchained Smart Contract System as the Digital Twin of Decentralized Autonomous Manufacturing Toward Resilience in Industry 5.0,ManuChain II: Blockchained Smart Contract System as the Digital Twin of Decentralized Autonomous Manufacturing Toward Resilience in Industry 5.0,2023,10.1109/TSMC.2023.3257172
NS2828,NS2509,doi,OUT,A Digital Twin system of reconfigurable tooling for monitoring and evaluating in aerospace assembly,A Digital Twin system of reconfigurable tooling for monitoring and evaluating in aerospace assembly,2023,10.1016/j.jmsy.2023.03.004
NS2830,NS2511,doi,OUT,Modelling Manufacturing Systems for Digital Twin Through Communicating Finite State Machines,Modelling Manufacturing Systems for Digital Twin Through Communicating Finite State Machines,2023,10.1007/978-3-031-24291-5_7
NS2834,NS2515,doi,OUT,Digital Twins in Industry 5.0: Challenges in Modeling and Communication,Digital Twins in Industry 5.0: Challenges in Modeling and Communication,2023,10.1109/NOMS56928.2023.10154424
NS2837,NS2517,doi,OUT,The 3D Metric Survey for the Digital Cartographic Production to Support the Knowledge of the New Municipality of Mappano,The 3D Metric Survey for the Digital Cartographic Production to Support the Knowledge of the New Municipality of Mappano,2023,10.1007/978-3-031-33894-6_12
NS2838,NS2518,doi,OUT,"Production Logistics in Industry 3.X: Bibliometric Analysis, Frontier Case Study, and Future Directions","Production Logistics in Industry 3.X: Bibliometric Analysis, Frontier Case Study, and Future Directions",2023,10.3390/systems11070371
NS2839,NS2519,doi,OUT,Digital twins-based process monitoring for wastewater treatment processes,Digital twins-based process monitoring for wastewater treatment processes,2023,10.1016/j.ress.2023.109416
NS2848,NS2528,doi,OUT,Latency and sampling compensation in mixed-reality-in-the-loop simulations of production systems,Latency and sampling compensation in mixed-reality-in-the-loop simulations of production systems,2023,10.1007/s11740-022-01175-2
NS2854,NS2532,doi,IN,Credibility consideration for digital twins in manufacturing,Credibility consideration for digital twins in manufacturing,2023,10.1016/j.mfglet.2022.11.009
NS2858,NS2537,doi,OUT,Deploying 3D scanning based geometric digital twins during fabrication and assembly in offsite manufacturing,Deploying 3D scanning based geometric digital twins during fabrication and assembly in offsite manufacturing,2023,10.1080/15623599.2021.1896942
NS2859,NS2538,doi,OUT,Cloud-Based Digital Twin for Robot Health Monitoring and Integration in Cyber-Physical Production Systems,Cloud-Based Digital Twin for Robot Health Monitoring and Integration in Cyber-Physical Production Systems,2023,10.1007/978-3-031-25655-4_27
NS2861,NS2540,doi,OUT,Automatic Model Generation and Data Assimilation Framework for Cyber-Physical Production Systems,Automatic Model Generation and Data Assimilation Framework for Cyber-Physical Production Systems,2023,10.1145/3573900.3591112
NS2863,NS2541,doi,OUT,Reconfigurable Digital Twin Framework for Manufacturing Systems,Reconfigurable Digital Twin Framework for Manufacturing Systems,2023,10.3233/ATDE230070
NS2865,NS2543,doi,OUT,Operating Digital Twins Within an Enterprise Process,Operating Digital Twins Within an Enterprise Process,2023,10.1007/978-3-031-21343-4_22
NS2866,NS2544,doi,OUT,Digital Twin Architecture for a Flow Shop Assembly System,Digital Twin Architecture for a Flow Shop Assembly System,2023,10.1109/WSC60868.2023.10408496
NS2869,NS2546,doi,OUT,A Comparative Analysis of Optimization Algorithms for Finite Element Model Updating on Numerical and Experimental Benchmarks,A Comparative Analysis of Optimization Algorithms for Finite Element Model Updating on Numerical and Experimental Benchmarks,2023,10.3390/buildings13123010
NS2870,NS2547,doi,OUT,Geometric parameter updating in digital twin of built assets: A systematic literature review,Geometric parameter updating in digital twin of built assets: A systematic literature review,2023,10.1016/j.jobe.2023.106704
NS2871,NS2548,doi,OUT,Lightweight Digital Twin as a Service (LDTaaS): a cost-efficient digital transformation approach for manufacturing SMEs,Lightweight Digital Twin as a Service (LDTaaS): a cost-efficient digital transformation approach for manufacturing SMEs,2023,10.1049/icp.2023.1731
NS2878,NS2553,doi,OUT,Cognitive Digital Twin in Manufacturing: A Heuristic Optimization Approach,Cognitive Digital Twin in Manufacturing: A Heuristic Optimization Approach,2023,10.1007/978-3-031-34107-6_35
NS2880,NS2555,doi,OUT,Convergence of Virtual Reality and Digital Twin technologies to enhance digital operators’ training in industry 4.0,Convergence of Virtual Reality and Digital Twin technologies to enhance digital operators’ training in industry 4.0,2023,10.1016/j.ijhcs.2023.103136
NS2883,NS2558,doi,OUT,Industrial Maintenance and the Digital Twin—An Architectural Assessment,Industrial Maintenance and the Digital Twin—An Architectural Assessment,2023,10.1007/978-3-031-17629-6_73
NS2886,NS2561,title_year,OUT,Digital twin applications for manufacturing industry automation,Digital twin applications for manufacturing industry automation,2023,
NS2887,NS2562,doi,OUT,Analyzing Consultancy on Production Systems Based on the Digital Triplet Concept,Analyzing Consultancy on Production Systems Based on the Digital Triplet Concept,2023,10.3390/machines11070706
NS2891,NS2566,doi,OUT,A Digital Twin Based Residual Stress Prediction Method for Turbine Blades,A Digital Twin Based Residual Stress Prediction Method for Turbine Blades,2023,10.1088/1742-6596/2569/1/012067
NS2897,NS2572,doi,OUT,An implementation model for digitisation of visual management to develop a smart manufacturing process,An implementation model for digitisation of visual management to develop a smart manufacturing process,2023,10.1108/IJLSS-07-2022-0156
NS2898,NS2573,doi,OUT,SMART 3D Manufacturing of Printed Electronics,SMART 3D Manufacturing of Printed Electronics,2023,10.4071/001c.90777
NS2902,NS2576,doi,OUT,On the Impact of Temporal Resolution on Nonlinear Model Accuracy for Predicting Wear Due to Solid Particle Erosion in Digital Twins of Oil and Gas Equipment,On the Impact of Temporal Resolution on Nonlinear Model Accuracy for Predicting Wear Due to Solid Particle Erosion in Digital Twins of Oil and Gas Equipment,2023,10.4043/32797-MS
NS2903,NS2577,doi,OUT,Process Safety Management in Oil and Gas Operating Units Through Digital Twin Platform: A Digital Approach for Safety Control and Process Intervention,Process Safety Management in Oil and Gas Operating Units Through Digital Twin Platform: A Digital Approach for Safety Control and Process Intervention,2023,10.4043/32894-MS
NS2904,NS2579,doi,OUT,Digital Twinning and Optimization of Manufacturing Process Flows,Digital Twinning and Optimization of Manufacturing Process Flows,2023,10.1115/1.4063234
NS2906,NS2582,doi,OUT,Reinforcing Industry 4.0 with Digital Twins and Blockchain-Assisted Federated Learning,Reinforcing Industry 4.0 with Digital Twins and Blockchain-Assisted Federated Learning,2023,10.1109/JSAC.2023.3310068
NS2907,NS2583,doi,OUT,Demonstrating the Potentials of Digital Twin in Manufacturing: An Axiomatic Design-Based Application for Engineering Education,Demonstrating the Potentials of Digital Twin in Manufacturing: An Axiomatic Design-Based Application for Engineering Education,2023,10.1007/978-3-031-38274-1_3
NS2908,NS2585,doi,OUT,Digital-Twin-Based Real-Time Optimization for a Fractional Order Controller for Industrial Robots,Digital-Twin-Based Real-Time Optimization for a Fractional Order Controller for Industrial Robots,2023,10.3390/fractalfract7020167
NS2910,NS2587,doi,OUT,Simultaneous Multi-stakeholder Digital Twinning for Anticipated Production Environments,Simultaneous Multi-stakeholder Digital Twinning for Anticipated Production Environments,2023,10.1007/978-3-031-15602-1_16
NS2911,NS2588,doi,OUT,Intelligent robotic systems in Industry 4.0: A review,Intelligent robotic systems in Industry 4.0: A review,2024,10.51393/j.jamst.2024007
NS2913,NS2590,doi,OUT,A Review of Modern Approaches of Digitalization in Oil and Gas Industry,A Review of Modern Approaches of Digitalization in Oil and Gas Industry,2023,10.1016/j.upstre.2023.100098
NS2915,NS2592,doi,OUT,Layout planning and analysis of a Flexible Manufacturing System based on 3D Simulation and Virtual Reality,Layout planning and analysis of a Flexible Manufacturing System based on 3D Simulation and Virtual Reality,2023,10.1016/j.procir.2023.08.036
NS2916,NS2593,doi,OUT,"Modern Approaches to Building Digital Twins of Products, Processes, and Systems, Including Production and Logistics Systems of Machine-Building Enterprises","Modern Approaches to Building Digital Twins of Products, Processes, and Systems, Including Production and Logistics Systems of Machine-Building Enterprises",2023,10.1134/S1052618823080046
NS2923,NS2599,doi,OUT,A systematic review on the current research of digital twin in automotive application,A systematic review on the current research of digital twin in automotive application,2023,10.1016/j.iotcps.2023.04.004
NS2924,NS2600,doi,OUT,Design and Simulation of AI-Enabled Digital Twin Model for Smart Industry 4.0 †,Design and Simulation of AI-Enabled Digital Twin Model for Smart Industry 4.0 †,2023,10.3390/ecsa-10-16235
NS2925,NS2601,doi,IN,Online validation of digital twins for manufacturing systems,Online validation of digital twins for manufacturing systems,2023,10.1016/j.compind.2023.103942
NS2926,NS2602,doi,OUT,Implementation and integration of a Digital Twin for production planning in manufacturing,Implementation and integration of a Digital Twin for production planning in manufacturing,2023,10.46354/i3m.2023.emss.032
NS2927,NS2603,doi,OUT,Learning-Based Energy Consumption Model of Machining Processes Using Gaussian Process Regression,Learning-Based Energy Consumption Model of Machining Processes Using Gaussian Process Regression,2023,10.5220/0012180100003543
NS2928,NS2604,doi,OUT,Digital twinning as the basis for integration of education and research in a learning factory,Digital twinning as the basis for integration of education and research in a learning factory,2023,10.1016/j.procir.2023.09.194
NS2929,NS2606,doi,OUT,Exploring the Opportunities of Applying Digital Twins for Intrusion Detection in Industrial Control Systems of Production and Manufacturing – A Systematic Review,Exploring the Opportunities of Applying Digital Twins for Intrusion Detection in Industrial Control Systems of Production and Manufacturing – A Systematic Review,2023,10.1007/9783031340062_4
NS2932,NS2609,title_year,OUT,DIGITAL TWIN AND BLOCKCHAIN-BASED TRUSTWORTHY OPTIMAL STATE CONTROL STRATEGY FOR DYNAMIC DISTRIBUTED MANUFACTURING SYSTEMS,DIGITAL TWIN AND BLOCKCHAIN-BASED TRUSTWORTHY OPTIMAL STATE CONTROL STRATEGY FOR DYNAMIC DISTRIBUTED MANUFACTURING SYSTEMS,2023,
NS2933,NS2610,doi,OUT,Towards ultra-flexibility: a framework for evaluating the cyber-physical continuum in flexible production systems,Towards ultra-flexibility: a framework for evaluating the cyber-physical continuum in flexible production systems,2024,10.1016/j.procs.2024.01.064
NS2939,NS2617,doi,OUT,Modeling and Simulation of a Digital Twin of a Production System for Industry 4.0 with Work-in-Process Synchronization,Modeling and Simulation of a Digital Twin of a Production System for Industry 4.0 with Work-in-Process Synchronization,2023,10.3390/app132212261
NS2940,NS2618,doi,OUT,Additive Manufacturing in the Age of Industry 4.0 and Beyond,Additive Manufacturing in the Age of Industry 4.0 and Beyond,2024,10.1201/9781003428862-11
NS2941,NS2620,doi,OUT,Artificial Intelligence Enabled Digital Twin For Predictive Maintenance in Industrial Automation System: A Novel Framework and Case Study,Artificial Intelligence Enabled Digital Twin For Predictive Maintenance in Industrial Automation System: A Novel Framework and Case Study,2023,10.1109/ICM54990.2023.10101971
NS2944,NS2622,doi,OUT,A 5M Synchronization Mechanism for Digital Twin Shop-Floor,A 5M Synchronization Mechanism for Digital Twin Shop-Floor,2023,10.1186/s10033-023-00965-8
NS2945,NS2623,doi,OUT,Design of a Multi-robot Digital Twin System with Bidirectional Motion Synchronization Capabilities,Design of a Multi-robot Digital Twin System with Bidirectional Motion Synchronization Capabilities,2023,10.1007/978-981-99-6504-5_26
NS2946,NS2624,doi,OUT,Integrity assessment of the mooring lines and risers of floating production systems based on numerical models generated by retroanalysis of measured data: PART II – Integrity Assessment,Integrity assessment of the mooring lines and risers of floating production systems based on numerical models generated by retroanalysis of measured data: PART II – Integrity Assessment,2023,10.1016/j.oceaneng.2023.113942
NS2947,NS2625,doi,OUT,DES and IIoT fusion approach towards real-time synchronization of physical and digital components in manufacturing processes,DES and IIoT fusion approach towards real-time synchronization of physical and digital components in manufacturing processes,2023,10.31181/rme040115092023m
NS2949,NS2627,doi,OUT,Digital Twins of the Manufacturing System Based on a Simulation Model with Bi-directional Process Data Exchange,Digital Twins of the Manufacturing System Based on a Simulation Model with Bi-directional Process Data Exchange,2023,10.1007/978-3-031-45021-1_41
